State,Year,Quarter,Colonies at BQ,Max Colonies,Lost Colonies,Percent Lost,Added Colonies,Renovated Colonies,Percent Renovated,Varroa Mites,Others pests/parasites,Disease,Pesticides,Other,Unknown
Georgia,2018,2,131000,137000,18000,0.13,35000,16000,0.12,0.53,0.259,0.138,0.148,0.314,0.101
Georgia,2020,2,145000,147000,10000,0.07,18500,20000,0.14,0.479,0.196,0.069,0.029,0.079,0.134
Georgia,2021,2,134000,135000,21000,0.16,25000,18500,0.14,0.447,0.138,0.052,0.028,0.052,0.058
Georgia,2022,2,128000,131000,26000,0.2,27000,47000,0.36,0.359,0.09,0.014,0.061,0.083,0.057
Georgia,2023,2,129000,132000,31000,0.23,25000,45000,0.34,0.292,0.119,0.023,0.038,0.095,0.07
Georgia,2024,2,131000,133000,13000,0.1,16000,10500,0.08,0.316,0.108,0.012,0.025,0.091,0.022
Idaho,2015,2,62000,72000,6500,0.09,16500,10500,0.15,0.255,0.067,0.065,0.06,0.137,0.003
Idaho,2016,2,60000,80000,6000,0.08,19000,5500,0.07,0.212,0.048,0.027,0.031,0.054,0.027
Idaho,2017,2,61000,78000,10500,0.13,22000,31000,0.4,0.305,0.064,0.04,0.083,0.078,0.048
Idaho,2018,2,59000,94000,6500,0.07,14500,29000,0.31,0.516,0.037,0.03,0.185,0.041,0.044
Idaho,2020,2,48000,81000,18000,0.22,22000,29000,0.36,0.442,0.109,0.111,0.086,0.069,0.058
Idaho,2021,2,86000,120000,19500,0.16,40000,19000,0.16,0.319,0.019,0.054,0.099,0.02,0.062
Idaho,2022,2,103000,111000,19000,0.17,35000,8500,0.08,0.326,0.131,0.056,0.137,0.095,0.035
Idaho,2023,2,82000,132000,7000,0.05,22000,11000,0.08,0.409,0.067,0.059,0.057,0.013,0.014
Idaho,2024,2,112000,130000,8000,0.06,26000,29000,0.22,0.327,0.066,0.03,0.012,0.122,0.005
Illinois,2015,2,9500,9500,1300,0.14,6000,1500,0.16,0.103,0.037,0.002,0.025,0.023,0.024
Illinois,2016,2,9000,9000,740,0.08,2200,380,0.04,0.114,0.044,0.02,0.031,0.047,0.021
Illinois,2017,2,11500,12000,1200,0.1,3600,1600,0.13,0.113,0.043,0.007,0.03,0.056,0.015
Illinois,2018,2,10000,10500,2300,0.22,5000,2900,0.28,0.137,0.078,0.067,0.066,0.099,0.024
Illinois,2020,2,12000,12000,1500,0.13,4200,1700,0.14,0.235,0.082,0.01,0.083,0.119,0.04
Illinois,2021,2,12500,13000,1100,0.08,3700,2100,0.16,0.325,0.045,0.016,0.035,0.041,0.074
Illinois,2022,2,9000,9500,1100,0.12,4300,2100,0.22,0.183,0.074,0.032,0.016,0.073,0.106
Illinois,2023,2,9500,9500,530,0.06,3300,700,0.07,0.256,0.133,0.032,0.068,0.067,0.037
Illinois,2024,2,8500,8500,800,0.09,4000,1700,0.2,0.32,0.134,0.006,0.006,0.036,0.032
Indiana,2015,2,8000,12500,1300,0.1,4900,4300,0.34,0.154,0.018,0.07,0.005,0.044,0.02
Indiana,2016,2,4300,7000,220,0.03,2700,900,0.13,0.125,0.029,0.005,0.021,0.028,0.043
Indiana,2017,2,7500,11000,1200,0.11,3000,510,0.05,0.055,0.021,0.001,0.433,0.086,0.012
Indiana,2018,2,8000,9500,1800,0.19,4000,730,0.08,0.78,0.035,0.004,0.045,0.013,0.011
Indiana,2020,2,11000,12000,920,0.08,4500,1800,0.15,0.268,0.125,0.018,0.202,0.054,0.015
Indiana,2021,2,11000,13000,560,0.04,4000,1000,0.08,0.228,0.073,0.006,0.07,0.061,0.013
Indiana,2022,2,8000,10000,1600,0.16,5500,620,0.06,0.281,0.05,0.005,0.042,0.072,0.047
Indiana,2023,2,9000,10500,320,0.03,4100,1500,0.14,0.238,0.056,0.016,0.074,0.183,0.03
Indiana,2024,2,9500,10000,420,0.04,3200,1000,0.1,0.219,0.136,0.005,0,0.018,0.017
Iowa,2015,2,12500,24000,1400,0.06,6500,3100,0.13,0.215,0.051,0.029,0.078,0.027,0.019
Iowa,2016,2,10500,26000,2400,0.09,26000,760,0.03,0.235,0.178,0.187,0.006,0.06,0.057
Iowa,2017,2,12000,23000,2400,0.1,23000,3900,0.17,0.393,0.276,0.075,0.266,0.081,0.009
Iowa,2018,2,45000,47000,4300,0.09,15500,4800,0.1,0.127,0.093,0.009,0.079,0.084,0.003
Iowa,2020,2,21000,29000,3600,0.12,17000,4700,0.16,0.306,0.247,0.166,0.008,0.035,0.005
Iowa,2021,2,25000,29000,2200,0.08,11000,3900,0.13,0.137,0.025,0.012,0.008,0.026,0.082
Iowa,2022,2,27000,49000,2300,0.05,5000,2400,0.05,0.493,0.011,0.016,0.009,0.046,0.057
Iowa,2023,2,63000,69000,3400,0.05,11500,2700,0.04,0.179,0.026,0.045,0.099,0.051,0.005
Iowa,2024,2,45000,46000,3300,0.07,6000,9000,0.2,0.171,0.079,0.033,0.005,0.078,0.012
Kansas,2015,2,6000,7000,670,0.1,2800,420,0.06,0.144,0.024,0.009,0.001,0.035,0.049
Kansas,2016,2,4700,6000,960,0.16,3000,900,0.15,0.473,0.116,0.028,0.083,0.037,0.018
Kansas,2017,2,3800,6000,390,0.07,2500,870,0.15,0.173,0.085,0.007,0.226,0.017,0.064
Kansas,2018,2,3900,3900,300,0.08,3500,2100,0.54,0.428,0.316,0.013,0.249,0.021,0.016
Kansas,2020,2,7500,8000,680,0.09,1900,1800,0.23,0.684,0.341,0.24,0.328,0.289,0.143
Kansas,2021,2,7500,8000,1900,0.24,4800,1600,0.2,0.478,0.216,0.072,0.086,0.015,0.065
Kansas,2022,2,4800,4900,720,0.15,5500,580,0.12,0.416,0.01,0.017,0.211,0.23,0.019
Kansas,2023,2,2500,3300,760,0.23,1600,360,0.11,0.381,0.022,0.001,0.24,0.03,0.03
Kansas,2024,2,3900,6000,480,0.08,2100,960,0.16,0.42,0.058,0.022,0.215,0.014,0.027
Kentucky,2015,2,7500,8500,980,0.12,3600,1500,0.18,0.217,0.182,0.053,0.018,0.095,0.029
Kentucky,2016,2,5500,6000,450,0.08,2100,270,0.05,0.389,0.361,0.017,0.284,0.16,0.038
Kentucky,2017,2,7000,7500,900,0.12,3100,590,0.08,0.257,0.116,0.01,0.045,0.043,0.049
Kentucky,2018,2,5500,6000,910,0.15,1500,560,0.09,0.409,0.202,0.006,0.01,0.041,0.059
Kentucky,2020,2,11000,11000,1200,0.11,4200,3500,0.32,0.183,0.109,0.005,0.012,0.029,0.032
Kentucky,2021,2,10000,11500,270,0.02,2100,4500,0.39,0.215,0.04,0.01,0.022,0.042,0.026
Kentucky,2022,2,7500,10500,610,0.06,3600,460,0.04,0.399,0.151,0.107,0.024,0.025,0.189
Kentucky,2023,2,9000,9500,550,0.06,1000,450,0.05,0.083,0.028,0.009,0.012,0.007,0.055
Kentucky,2024,2,7000,17000,1200,0.07,1000,600,0.04,0.367,0.302,0.273,0.294,0,0.274
Louisiana,2015,2,44000,45000,1800,0.04,6500,8000,0.18,0.364,0.037,0.002,0.011,0.05,0.005
Louisiana,2016,2,52000,53000,4300,0.08,10000,9500,0.18,0.207,0.011,0,0.003,0.012,0.006
Louisiana,2017,2,56000,62000,2600,0.04,4100,8000,0.13,0.232,0.031,0,0.016,0.015,0.007
Louisiana,2018,2,48000,48000,1400,0.03,4900,4000,0.08,0.081,0.059,0.002,0.008,0.012,0.013
Louisiana,2020,2,53000,53000,1800,0.03,2300,4700,0.09,0.237,0.047,0.005,0.005,0.035,0.013
Louisiana,2021,2,29000,29000,2300,0.08,8000,2000,0.07,0.291,0.037,0.005,0.005,0.106,0.009
Louisiana,2022,2,42000,42000,1900,0.05,9500,11500,0.27,0.319,0.099,0.048,0.048,0.024,0.025
Louisiana,2023,2,39000,44000,2700,0.06,4400,9000,0.2,0.32,0.036,0.005,0.175,0.247,0.008
Louisiana,2024,2,36000,36000,1800,0.05,3700,300,0.01,0.175,0.014,0,0.01,0.168,0.011
Maine,2015,2,4600,30000,3200,0.11,3500,700,0.02,0.721,0.345,0.001,0.345,0.005,0.001
Maine,2016,2,3600,25000,4200,0.17,510,560,0.02,0.827,0,0.043,0.311,0.024,0.279
Maine,2017,2,2200,33000,910,0.03,1100,1400,0.04,0.044,0.043,0.041,0.043,0.02,0.148
Maine,2018,2,2200,23000,3100,0.13,430,790,0.03,0.014,0.008,0.002,0.013,0.005,0.005
Maine,2020,2,1600,22000,700,0.03,520,110,0.01,0.471,0.005,0.268,0,0.005,0
Maine,2021,2,2200,18000,1100,0.06,430,260,0.01,0.139,0,0.005,0,0.015,0
Maine,2022,2,7500,19500,890,0.05,1300,300,0.02,0.005,0,0.005,0,0.005,0.005
Maine,2023,2,7500,15500,1000,0.06,510,1100,0.07,0.106,0.005,0.039,0.047,0.005,0
Maine,2024,2,1500,9500,850,0.09,1100,370,0.04,0.031,0.005,0.005,0.012,0,0.005
Maryland,2015,2,8000,11000,370,0.03,2600,710,0.07,0.049,0.013,0.002,0.025,0.016,0.015
Maryland,2016,2,8000,9000,320,0.04,2800,400,0.04,0.042,0.023,0.024,0.029,0.033,0.006
Maryland,2017,2,8000,9500,190,0.02,3400,930,0.1,0.033,0.069,0.008,0.003,0.021,0.011
Maryland,2018,2,7000,8000,370,0.05,2400,1200,0.15,0.118,0.034,0.008,0.003,0.044,0.004
Maryland,2020,2,7000,8000,670,0.08,4400,1700,0.21,0.143,0.011,0.001,0.011,0.032,0.005
Maryland,2021,2,6500,7500,320,0.04,2600,690,0.09,0.172,0.089,0.005,0.006,0.02,0.014
Maryland,2022,2,7500,8500,390,0.05,1600,1100,0.13,0.199,0.079,0.024,0.008,0.147,0.017
Maryland,2023,2,5500,5500,200,0.04,710,730,0.13,0.188,0.009,0.006,0.005,0.008,0.005
Maryland,2024,2,6000,6000,320,0.05,2900,700,0.12,0.269,0.006,0,0.005,0.009,0.011
Massachusetts,2015,2,4100,14000,320,0.02,940,510,0.04,0.668,0.617,0.002,0.618,0.044,0.031
Massachusetts,2016,2,4200,8500,300,0.04,1100,440,0.05,0.405,0.106,0.003,0.106,0.023,0.119
Massachusetts,2017,2,2500,8000,140,0.02,1400,490,0.06,0.148,0.125,0.129,0.11,0.004,0.016
Massachusetts,2018,2,3500,8000,260,0.03,910,350,0.04,0.063,0.011,0.01,0.014,0.02,0.021
Massachusetts,2020,2,4400,13500,630,0.05,870,540,0.04,0.147,0.021,0.005,0.005,0.011,0.005
Massachusetts,2021,2,3700,12000,810,0.07,2000,310,0.03,0.455,0.343,0.005,0.34,0.005,0
Massachusetts,2022,2,5500,10500,270,0.03,1200,890,0.08,0.047,0.012,0.013,0.005,0.008,0.005
Massachusetts,2023,2,7500,10500,1500,0.14,1300,510,0.05,0.282,0.005,0.007,0.005,0.106,0.016
Massachusetts,2024,2,4900,5500,220,0.04,790,630,0.11,0.066,0.008,0.005,0,0.021,0.005
Michigan,2015,2,58000,88000,9500,0.11,13500,5500,0.06,0.269,0.13,0.006,0.091,0.164,0.031
Michigan,2016,2,40000,103000,7500,0.07,13500,3200,0.03,0.541,0.093,0.011,0.165,0.118,0.011
Michigan,2017,2,55000,100000,7500,0.08,20000,13500,0.14,0.191,0.072,0.002,0.021,0.009,0.005
Michigan,2018,2,37000,70000,7500,0.11,23000,8500,0.12,0.754,0.186,0.108,0.117,0.127,0.098
Michigan,2020,2,64000,85000,1500,0.02,11000,10000,0.12,0.38,0.115,0.022,0.06,0.032,0.011
Michigan,2021,2,74000,112000,3500,0.03,10000,8000,0.07,0.448,0.027,0.008,0.035,0.008,0.005
Michigan,2022,2,69000,88000,3200,0.04,13000,3500,0.04,0.106,0.005,0.031,0.071,0.028,0.005
Michigan,2023,2,46000,85000,4200,0.05,9500,3700,0.04,0.12,0.077,0.018,0.026,0.032,0.1
Michigan,2024,2,87000,95000,8000,0.08,21000,15500,0.16,0.244,0.105,0.097,0.076,0.042,0.048
Minnesota,2015,2,71000,125000,12500,0.1,20000,21000,0.17,0.254,0.062,0.014,0.165,0.101,0.093
Minnesota,2016,2,27000,126000,13000,0.1,24000,4200,0.03,0.208,0.06,0.065,0.182,0.086,0.076
Minnesota,2017,2,32000,128000,12000,0.09,19000,8500,0.07,0.205,0.047,0.023,0.128,0.066,0.022
Minnesota,2018,2,69000,116000,8500,0.07,42000,25000,0.22,0.129,0.093,0.072,0.06,0.08,0.207
Minnesota,2020,2,59000,126000,13000,0.1,9000,2600,0.02,0.206,0.029,0.007,0.088,0.044,0.005
Minnesota,2021,2,69000,98000,5500,0.06,29000,4000,0.04,0.131,0,0.005,0.128,0.011,0.011
Minnesota,2022,2,102000,110000,1500,0.01,6000,2000,0.02,0.049,0.007,0.005,0.005,0.026,0.005
Minnesota,2023,2,56000,76000,2600,0.03,12500,1700,0.02,0.13,0.021,0.005,0.101,0.011,0.077
Minnesota,2024,2,86000,112000,1800,0.02,20000,11000,0.1,0.244,0.024,0.009,0.008,0.005,0.005
Mississippi,2015,2,89000,89000,11000,0.12,5500,10000,0.11,0.101,0.06,0.003,0.001,0.023,0.017
Mississippi,2016,2,85000,90000,3700,0.04,9000,61000,0.68,0.123,0.023,0.012,0.027,0.012,0.001
Mississippi,2017,2,89000,89000,3800,0.04,5500,26000,0.29,0.14,0.009,0,0.017,0.037,0.008
Mississippi,2018,2,50000,50000,3400,0.07,4000,7000,0.14,0.446,0.262,0,0.002,0.035,0.022
Mississippi,2020,2,34000,37000,4500,0.12,1500,570,0.02,0.931,0.578,0,0.009,0.085,0.005
Mississippi,2021,2,34000,35000,4600,0.13,9500,8000,0.23,0.467,0.113,0.032,0.005,0.032,0.099
Mississippi,2022,2,46000,47000,9000,0.19,15500,7000,0.15,0.217,0.21,0.005,0.007,0.152,0.058
Mississippi,2023,2,70000,72000,3500,0.05,12000,8000,0.11,0.128,0.036,0.01,0.033,0.09,0.025
Mississippi,2024,2,49000,49000,5000,0.1,13500,6000,0.12,0.247,0.013,0,0.005,0.005,0.143
Missouri,2015,2,11500,12500,500,0.04,1900,1800,0.14,0.051,0.062,0.031,0.016,0.01,0.074
Missouri,2016,2,12000,12500,770,0.06,1800,730,0.06,0.172,0.016,0.007,0.001,0.016,0.012
Missouri,2017,2,6500,7000,270,0.04,1800,1000,0.14,0.134,0.089,0.03,0.01,0.051,0.019
Missouri,2018,2,7000,7000,390,0.06,2100,800,0.11,0.118,0.132,0.008,0.015,0.083,0.026
Missouri,2020,2,6500,6500,390,0.06,2800,1200,0.18,0.174,0.015,0.057,0.031,0.112,0.019
Missouri,2021,2,4800,4800,670,0.14,2300,670,0.14,0.219,0.088,0.018,0.009,0.083,0.048
Missouri,2022,2,10500,10500,1500,0.14,6000,4800,0.46,0.115,0.03,0.008,0.005,0.026,0.016
Missouri,2023,2,9500,10000,390,0.04,4600,910,0.09,0.129,0.063,0.008,0.005,0.047,0.033
Missouri,2024,2,10500,10500,540,0.05,2000,480,0.05,0.135,0.071,0.005,0.005,0.021,0.06
Montana,2015,2,36000,210000,4200,0.02,14000,33000,0.16,0.09,0.009,0.008,0.053,0.016,0.005
Montana,2016,2,62000,157000,7000,0.04,25000,13500,0.09,0.303,0.071,0.045,0.039,0.069,0.002
Montana,2017,2,47000,135000,3700,0.03,18000,18000,0.13,0.2,0.04,0.042,0.035,0.044,0.006
Montana,2018,2,50000,176000,5500,0.03,17000,22000,0.13,0.429,0.047,0.033,0.017,0.009,0.012
Montana,2020,2,48000,120000,2000,0.02,18000,16000,0.13,0.121,0.056,0.059,0,0.046,0.005
Montana,2021,2,38000,116000,3200,0.03,13500,15500,0.13,0.208,0,0.015,0.133,0.052,0.03
Montana,2022,2,41000,106000,960,0.01,6000,8000,0.08,0.164,0,0,0.017,0.087,0
Montana,2023,2,51000,97000,4500,0.05,22000,18500,0.19,0.237,0.005,0.021,0.029,0.065,0.005
Montana,2024,2,20000,92000,520,0.01,11000,10000,0.11,0.106,0.005,0.014,0.034,0.005,0
Nebraska,2015,2,29000,68000,4100,0.06,15500,4600,0.07,0.065,0.069,0.005,0.014,0.021,0.015
Nebraska,2016,2,19500,43000,6000,0.14,8000,28000,0.65,0.061,0.001,0.01,0.038,0.011,0.035
Nebraska,2017,2,7500,43000,1500,0.03,7000,27000,0.63,0.501,0.384,0.01,0.376,0.16,0.008
Nebraska,2018,2,10500,46000,2100,0.05,4000,900,0.02,0.05,0.014,0.014,0.042,0.09,0.055
Nebraska,2020,2,16500,41000,1900,0.05,7000,1100,0.03,0.175,0.011,0.048,0.122,0.005,0.027
Nebraska,2021,2,18500,37000,1800,0.05,9000,810,0.02,0.173,0.005,0.005,0.074,0.032,0.013
Nebraska,2022,2,19000,46000,2400,0.05,11000,5000,0.11,0.264,0.219,0.007,0,0.007,0.005
Nebraska,2023,2,8000,28000,1200,0.04,10000,2300,0.08,0.274,0.048,0.006,0.005,0.006,0.037
Nebraska,2024,2,11000,24000,1200,0.05,10500,9500,0.4,0.059,0.011,0.007,0.005,0.007,0.035
New Jersey,2015,2,8500,19000,1800,0.1,2100,2900,0.15,0.525,0.036,0.003,0.261,0.01,0.024
New Jersey,2016,2,4200,18000,1500,0.08,1900,110,0.01,0.119,0.009,0.002,0.005,0.002,0.003
New Jersey,2017,2,5500,21000,430,0.02,1900,660,0.03,0.214,0.056,0.023,0.019,0.003,0.008
New Jersey,2018,2,4400,15000,270,0.02,1300,170,0.01,0.165,0.033,0.005,0.001,0.034,0.001
New Jersey,2020,2,7000,21000,710,0.03,1500,650,0.03,0.154,0.008,0.215,0.005,0.217,0.005
New Jersey,2021,2,14500,19500,410,0.02,1400,140,0.01,0.118,0.055,0,0.026,0.018,0.013
New Jersey,2022,2,16000,19000,140,0.01,2600,70,0.005,0.07,0.008,0.007,0.006,0.005,0
New Jersey,2023,2,14000,19500,720,0.04,1000,520,0.03,0.144,0.026,0.006,0.005,0.016,0.009
New Jersey,2024,2,14500,15000,710,0.05,2300,640,0.04,0.166,0.03,0.015,0.01,0.009,0.007
New Mexico,2015,2,6500,8500,1000,0.12,1500,330,0.04,0.388,0.005,0.155,0.059,0.004,0.027
New Mexico,2016,2,6500,6500,1400,0.22,2700,100,0.02,0.591,0.003,0.121,0.025,0.082,0
New Mexico,2017,2,7000,7500,1800,0.24,3300,3900,0.52,0.884,0.006,0.729,0,0.356,0.006
New Mexico,2018,2,1900,4300,50,0.01,1700,450,0.1,0.003,0.001,0.003,0,0.002,0.01
New Mexico,2020,2,3100,6000,1000,0.17,400,40,0.01,0.03,0.005,0.005,0.005,0.005,0.005
New Mexico,2021,2,5500,5500,670,0.12,560,2300,0.42,0.6,0.012,0.013,0.025,0,0.005
New Mexico,2022,2,7000,7000,1600,0.23,4200,2200,0.31,0.52,0.086,0.086,0.009,0.315,0.007
New Mexico,2023,2,4300,4300,230,0.05,530,250,0.06,0.04,0.006,0.013,0.007,0.011,0.005
New Mexico,2024,2,2000,2000,290,0.15,1100,540,0.27,0.267,0.005,0,0.011,0.005,0.021
New York,2015,2,24000,34000,1100,0.03,11000,1500,0.04,0.191,0.125,0.045,0.044,0.033,0.011
New York,2016,2,31000,46000,4000,0.09,13500,1500,0.03,0.204,0.031,0.009,0.117,0.041,0.038
New York,2017,2,25000,43000,1300,0.03,16500,7500,0.17,0.222,0.021,0.021,0.02,0.089,0.001
New York,2018,2,20000,42000,2700,0.06,11000,2400,0.06,0.396,0.2,0.15,0.066,0.167,0.037
New York,2020,2,34000,58000,4000,0.07,6000,2800,0.05,0.207,0.025,0.006,0.005,0.035,0.005
New York,2021,2,28000,50000,3000,0.06,15000,4100,0.08,0.358,0.039,0.005,0.017,0.023,0.035
New York,2022,2,35000,57000,2000,0.04,6000,4300,0.08,0.23,0.034,0.008,0.005,0.017,0.01
New York,2023,2,31000,60000,1800,0.03,6500,2100,0.04,0.254,0.089,0.02,0.021,0.097,0.005
New York,2024,2,31000,50000,1600,0.03,3500,3000,0.06,0.393,0.067,0.028,0.03,0.035,0.06
North Carolina,2015,2,19500,23000,1800,0.08,5500,3300,0.14,0.51,0.143,0.003,0.035,0.058,0.03
North Carolina,2016,2,23000,24000,1600,0.07,10000,550,0.02,0.518,0.235,0.047,0.338,0.083,0.417
North Carolina,2017,2,24000,25000,3000,0.12,5000,2700,0.11,0.234,0.055,0.023,0.008,0.051,0.015
North Carolina,2018,2,16000,17500,2500,0.14,4100,800,0.05,0.097,0.026,0.005,0.024,0.146,0.008
North Carolina,2020,2,24000,25000,1600,0.06,6000,1300,0.05,0.23,0.055,0.019,0,0.018,0.014
North Carolina,2021,2,22000,23000,1700,0.07,6000,3300,0.14,0.358,0.035,0.005,0.005,0.005,0.005
North Carolina,2022,2,25000,30000,1200,0.04,7500,3300,0.11,0.239,0.028,0.035,0,0.005,0.01
North Carolina,2023,2,28000,28000,2300,0.08,9000,5500,0.2,0.287,0.088,0.009,0.005,0.016,0.025
North Carolina,2024,2,26000,26000,1700,0.07,6000,5000,0.19,0.17,0.036,0.005,0.005,0.008,0.01
North Dakota,2015,2,121000,450000,29000,0.06,39000,61000,0.14,0.155,0.03,0.001,0.043,0.046,0.003
North Dakota,2016,2,110000,530000,27000,0.05,23000,95000,0.18,0.162,0.037,0.021,0.011,0.036,0.002
North Dakota,2017,2,115000,450000,16000,0.04,31000,41000,0.09,0.293,0.04,0.032,0.053,0.032,0.01
North Dakota,2018,2,74000,460000,23000,0.05,23000,64000,0.14,0.348,0.079,0.049,0.047,0.049,0.043
North Dakota,2020,2,67000,415000,20000,0.05,53000,38000,0.09,0.288,0.017,0.025,0.031,0.03,0.019
North Dakota,2021,2,42000,495000,6000,0.01,11500,3600,0.01,0.292,0.007,0.005,0.005,0.02,0.005
North Dakota,2022,2,77000,495000,17000,0.03,15000,8500,0.02,0.389,0.227,0.009,0.048,0.099,0.005
North Dakota,2023,2,62000,410000,23000,0.06,35000,4200,0.01,0.646,0.067,0.027,0.067,0.014,0.005
North Dakota,2024,2,49000,395000,16000,0.04,7000,22000,0.06,0.419,0.12,0.03,0.005,0.176,0.014
Ohio,2015,2,17500,19000,2100,0.11,10000,6000,0.32,0.158,0.041,0.03,0.119,0.112,0.29
Ohio,2016,2,14000,16500,1700,0.1,6000,1100,0.07,0.106,0.022,0.006,0.183,0.029,0.014
Ohio,2017,2,13500,15000,1100,0.07,7000,2500,0.17,0.455,0.064,0.062,0.104,0.166,0.03
Ohio,2018,2,11000,13000,1500,0.12,9000,2100,0.16,0.388,0.307,0.017,0.027,0.216,0.015
Ohio,2020,2,15500,16500,1700,0.1,9500,3700,0.22,0.238,0.12,0.062,0.058,0.073,0.133
Ohio,2021,2,13000,13500,820,0.06,8000,2400,0.18,0.621,0.378,0.066,0.041,0.071,0.031
Ohio,2022,2,15500,15500,400,0.03,4400,1200,0.08,0.67,0.053,0.055,0.031,0.023,0.02
Ohio,2023,2,18500,19500,1200,0.06,8000,5000,0.26,0.653,0.335,0.007,0.057,0.01,0.044
Ohio,2024,2,26000,26000,660,0.03,4900,4700,0.18,0.35,0.046,0.005,0.046,0.219,0.013
Oklahoma,2015,2,25000,27000,2200,0.08,5500,2200,0.08,0.661,0.063,0.005,0.001,0.07,0.019
Oklahoma,2016,2,12000,13000,310,0.02,4000,10000,0.77,0.518,0.028,0.002,0.012,0.006,0.004
Oklahoma,2017,2,17000,17000,200,0.01,4700,1200,0.07,0.236,0.023,0.112,0.005,0.077,0.003
Oklahoma,2018,2,15500,15500,1700,0.11,10500,6500,0.42,0.602,0.109,0.096,0.267,0.124,0.001
Oklahoma,2020,2,16000,16000,1500,0.09,6000,3100,0.19,0.162,0.039,0.005,0.009,0.151,0.051
Oklahoma,2021,2,17000,17000,3600,0.21,4200,190,0.01,0.031,0.021,0.005,0.005,0.07,0.01
Oklahoma,2022,2,12500,20000,10000,0.5,10500,2100,0.11,0.184,0.026,0,0.014,0.098,0.007
Oklahoma,2023,2,10000,13000,320,0.02,6000,2900,0.22,0.04,0.009,0,0,0.007,0.005
Oklahoma,2024,2,13000,15500,1300,0.08,7500,4100,0.26,0.134,0.023,0.019,0.015,0.078,0.005
Oregon,2015,2,82000,95000,5500,0.06,14500,9500,0.1,0.393,0.209,0.132,0.16,0.058,0.004
Oregon,2016,2,77000,132000,4300,0.03,19000,16000,0.12,0.527,0.145,0.099,0.026,0.167,0.06
Oregon,2017,2,71000,92000,5000,0.05,15500,22000,0.24,0.372,0.106,0.088,0.035,0.158,0.113
Oregon,2018,2,41000,107000,3400,0.03,17500,24000,0.22,0.461,0.035,0.081,0.066,0.156,0.002
Oregon,2020,2,89000,96000,2500,0.03,11000,19000,0.2,0.28,0.017,0.075,0.022,0.059,0.007
Oregon,2021,2,60000,108000,3300,0.03,25000,19500,0.18,0.172,0.083,0.062,0.101,0.065,0.018
Oregon,2022,2,94000,96000,13000,0.14,12500,19500,0.2,0.573,0.232,0.095,0.161,0.175,0.005
Oregon,2023,2,91000,95000,23000,0.24,29000,31000,0.33,0.279,0.093,0.035,0.143,0.043,0.005
Oregon,2024,2,95000,105000,9000,0.09,21000,13500,0.13,0.053,0.009,0.035,0.022,0.005,0
Pennsylvania,2015,2,15500,19000,1600,0.08,8500,2600,0.14,0.114,0.058,0.026,0.016,0.067,0.021
Pennsylvania,2016,2,11000,14000,1300,0.09,6500,1100,0.08,0.187,0.039,0.024,0.036,0.046,0.009
Pennsylvania,2017,2,15500,17500,540,0.03,7500,2300,0.13,0.135,0.01,0.007,0.015,0.024,0.015
Pennsylvania,2018,2,15500,19500,1100,0.06,6000,1600,0.08,0.313,0.16,0.022,0.02,0.016,0.019
Pennsylvania,2020,2,24000,28000,930,0.03,5500,1500,0.05,0.266,0.026,0.014,0.005,0.033,0.013
Pennsylvania,2021,2,20000,23000,2000,0.09,7000,2700,0.12,0.214,0.05,0.014,0.026,0.012,0.005
Pennsylvania,2022,2,23000,24000,730,0.03,7000,2300,0.1,0.19,0.033,0.006,0.005,0.011,0.021
Pennsylvania,2023,2,25000,29000,1700,0.06,8000,2200,0.08,0.138,0.072,0.027,0.069,0.011,0.011
Pennsylvania,2024,2,22000,25000,1600,0.06,5500,1500,0.06,0.301,0.107,0.012,0.077,0.02,0.018
South Carolina,2015,2,17500,18500,950,0.05,1100,2000,0.11,0.299,0.054,0.005,0.014,0.037,0.007
South Carolina,2016,2,12500,13500,1300,0.1,2200,410,0.03,0.513,0.366,0.01,0.358,0.143,0.013
South Carolina,2017,2,20000,20000,870,0.04,3000,3700,0.19,0.243,0.217,0.151,0.185,0.041,0.004
South Carolina,2018,2,14000,14000,1300,0.09,2600,4000,0.29,0.142,0.035,0.007,0.016,0.1,0.03
South Carolina,2020,2,18500,18500,1700,0.09,2700,2500,0.14,0.291,0.062,0.005,0.005,0.057,0.005
South Carolina,2021,2,18000,19000,1700,0.09,4200,4900,0.26,0.484,0.327,0.021,0.005,0.091,0.05
South Carolina,2022,2,22000,23000,2500,0.11,3500,3200,0.14,0.3,0.292,0,0.128,0.012,0.009
South Carolina,2023,2,17000,17500,1200,0.07,2800,2600,0.15,0.327,0.058,0.007,0.005,0.16,0.027
South Carolina,2024,2,13500,14500,430,0.03,2200,4900,0.34,0.316,0.267,0.019,0.082,0.054,0.009
South Dakota,2015,2,100000,290000,21000,0.07,27000,23000,0.08,0.098,0.111,0.018,0.02,0.014,0.015
South Dakota,2016,2,51000,182000,11000,0.06,15000,13000,0.07,0.324,0.066,0.017,0.051,0.154,0.001
South Dakota,2017,2,30000,168000,13000,0.08,10000,23000,0.14,0.087,0.014,0.01,0.064,0.05,0.036
South Dakota,2018,2,10000,169000,17000,0.1,12500,65000,0.38,0.551,0.404,0.073,0.038,0.375,0.005
South Dakota,2020,2,9500,220000,4600,0.02,10000,14500,0.07,0.533,0.464,0.048,0.005,0.525,0.053
South Dakota,2021,2,16500,210000,7000,0.03,39000,19000,0.09,0.494,0.12,0.036,0.042,0.273,0.007
